parameters,values
posterior_day_11,10.0
posterior_day_11,6.4102864265441895
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-5.526960372924805
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,8.28695297241211
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-3.4659366607666016
posterior_day_11,3.800164222717285
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,8.64078426361084
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,8.91353988647461
posterior_day_11,5.525026321411133
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,8.461316108703613
posterior_day_11,-4.1380462646484375
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,6.974414825439453
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,0.7727184295654297
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-5.487632751464844
posterior_day_11,-1.6545524597167969
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-10.0
posterior_day_11,7.219657897949219
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,5.589552879333496
posterior_day_11,10.0
posterior_day_11,7.678458213806152
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,7.146953582763672
posterior_day_11,-1.7184906005859375
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,7.705253601074219
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,7.947739124298096
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-0.35387229919433594
posterior_day_11,10.0
posterior_day_11,4.5493316650390625
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,8.900104522705078
posterior_day_11,2.2635269165039062
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-8.952093124389648
posterior_day_11,10.0
posterior_day_11,-10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,7.787250518798828
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-1.9419498443603516
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,0.34529685974121094
posterior_day_11,-7.793998718261719
posterior_day_11,10.0
posterior_day_11,6.203911781311035
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,-4.725124359130859
posterior_day_11,9.418923377990723
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,1.3048725128173828
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,2.558748245239258
posterior_day_11,10.0
posterior_day_11,10.0
posterior_day_11,10.0
day_11 *,14.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,-10.0
prior_day_12,10.0
prior_day_12,-10.0
