beta0,beta1,beta2,beta3,sigma,chain
17.286448,14.544668,-26.135298,9.865387,11.02629,chain_2
18.939236,-23.752607,23.601625,-1.386471,10.358594,chain_2
16.797058,41.3182,-25.852655,-17.07571,11.68309,chain_2
13.369113,0.51373637,2.2545967,-3.433937,9.632786,chain_2
14.722699,6.441819,1.0939875,-5.9269657,10.134284,chain_2
21.54156,13.193139,-2.7826653,-11.497511,9.762011,chain_2
17.672792,10.830599,-7.5399375,-3.4400108,8.536648,chain_2
14.160015,-8.262749,0.58114094,3.7396598,11.693412,chain_2
18.575861,21.838873,-21.700392,-6.6164103,16.37617,chain_2
18.122564,9.58547,-4.051509,-4.383233,11.691519,chain_2
18.32895,-4.1790204,-8.503605,14.02964,9.762949,chain_2
15.367615,21.228012,-17.025517,-2.8941588,13.10808,chain_2
17.96176,14.521528,-4.2913356,-11.526609,8.985395,chain_2
14.011644,17.447723,-17.408958,-3.7523751,10.916441,chain_2
14.02283,7.323345,15.838292,-21.435432,9.894453,chain_2
19.503853,-4.1012764,18.141163,-12.571125,13.286903,chain_2
20.008764,22.904371,-13.217955,-12.762748,9.815568,chain_2
18.868614,27.263594,2.3567407,-27.45733,10.083784,chain_2
19.22728,-9.135275,17.232212,-9.435536,12.8868685,chain_2
16.467009,3.327535,1.1048654,-4.646162,9.262484,chain_2
18.622545,32.73233,-32.401176,1.976928,14.042225,chain_2
13.978603,5.7480187,13.263132,-19.785313,12.749404,chain_2
19.92384,-8.946068,17.771399,-4.2664785,9.120875,chain_2
18.603077,40.521564,-31.506622,-10.741631,11.4768305,chain_2
10.657951,23.62829,-15.622376,-7.6036935,15.633307,chain_2
20.05843,14.451974,-11.190556,-4.8424363,8.781701,chain_2
15.892526,-1.000019,11.358298,-12.678731,8.702632,chain_2
17.090813,-7.5755067,7.3623223,-2.1937475,9.610793,chain_2
18.208218,-8.148071,9.434519,-3.3111134,11.370206,chain_2
14.912166,-11.943692,11.2324295,4.429117,10.409825,chain_2
15.262573,-8.606585,16.98276,-11.32733,11.897711,chain_2
13.597539,-0.7379803,-14.230109,9.71613,13.310297,chain_2
22.508648,11.852908,17.299232,-29.713066,8.282903,chain_2
17.853878,20.989023,14.093525,-33.395878,10.190007,chain_2
19.26362,25.312004,-21.60376,-6.0551996,11.295438,chain_2
19.719028,-4.891035,14.914311,-14.729142,10.331975,chain_2
19.352453,30.647646,-6.009736,-23.306124,9.008807,chain_2
16.191721,17.068924,-6.8410945,-14.940894,12.116941,chain_2
16.564995,48.27517,-46.284233,-1.4423331,11.525518,chain_2
16.016537,9.902998,15.059837,-23.229025,11.538042,chain_2
19.664904,26.315306,-19.992916,-7.7567816,8.446355,chain_2
17.497814,9.685603,19.12177,-28.263317,8.83967,chain_2
23.266222,-1.8926084,-9.293089,15.350153,14.683879,chain_2
14.206901,18.841158,14.705353,-36.45193,11.98693,chain_2
13.931552,19.941683,-18.904194,-5.563066,13.308549,chain_2
19.944674,15.810152,4.6041517,-21.009182,9.76986,chain_2
17.059792,13.307242,19.83956,-33.184837,9.902562,chain_2
14.807269,19.20645,-11.58503,-6.719407,11.635898,chain_2
18.334192,2.9102857,13.810091,-17.316511,9.113453,chain_2
18.318878,33.891785,-13.210452,-21.34369,12.290956,chain_2
17.159052,20.97841,-4.0347795,-17.906385,11.264816,chain_2
19.25572,1.9469507,-14.136967,12.158358,11.270522,chain_2
17.90455,24.739351,-20.532051,-2.7623262,9.508316,chain_2
14.3222,16.430336,4.7011228,-20.609625,12.8214445,chain_2
16.378956,-16.669949,16.695639,3.459473,13.701608,chain_2
17.310247,21.311945,-2.3421159,-19.656471,9.950304,chain_2
21.108736,10.754245,40.553978,-51.238316,13.257675,chain_2
15.975679,43.03636,-50.073757,1.3435091,17.96431,chain_2
21.548735,-0.59458447,-7.934369,7.343598,8.7875805,chain_2
21.682285,16.378426,-37.194115,21.688543,13.484879,chain_2
17.576674,23.98931,-13.519207,-10.518127,9.755971,chain_2
16.066742,9.494176,12.5391445,-21.738054,8.59101,chain_2
19.538446,9.024829,2.0669508,-11.542684,11.504498,chain_2
19.612495,5.070689,-4.844847,-2.3794816,10.496134,chain_2
15.20401,21.301243,-16.414755,-3.7909317,8.015256,chain_2
18.425045,2.4861984,-7.430306,6.502823,9.073344,chain_2
19.57022,-10.488641,33.78292,-22.563328,10.792271,chain_2
15.594752,-8.020104,10.679739,-3.4673786,12.988901,chain_2
19.72279,10.089845,10.324968,-19.051899,8.348465,chain_2
15.869354,12.69155,-2.7417445,-13.056626,11.2816925,chain_2
17.17083,-0.5353215,5.492988,-5.6585846,13.452414,chain_2
19.162626,12.103602,-6.880081,-3.2589178,9.915601,chain_2
19.685934,9.991715,-16.923391,-1.3590062,13.132507,chain_2
15.318868,5.0108223,8.760405,-13.867324,9.315205,chain_2
18.64594,24.40565,3.2354908,-25.987331,15.159841,chain_2
15.833561,12.603787,4.176942,-15.127898,12.411309,chain_2
19.306929,-0.9601737,18.7125,-17.408964,11.441161,chain_2
15.867486,-2.1399968,17.18405,-16.868319,11.2969,chain_2
15.117153,20.454794,-18.425943,-6.134764,13.912948,chain_2
19.809652,10.095916,19.43497,-28.343746,10.195725,chain_2
19.289598,0.63584554,3.3714075,-4.359505,8.967568,chain_2
16.380682,-1.4992326,9.26476,-7.631264,8.724534,chain_2
16.178528,10.85507,4.210582,-13.848067,10.048741,chain_2
20.842262,3.6796498,-4.314318,-0.8319345,10.873202,chain_2
12.914558,31.167965,-32.279243,3.9871502,13.267974,chain_2
16.388964,38.237305,-33.24192,-1.1338181,11.142415,chain_2
17.493958,20.91536,-26.87865,6.76398,9.816347,chain_2
17.370586,15.004011,-7.634419,-6.2381635,10.116401,chain_2
18.015371,1.5030682,7.933843,-11.091963,11.179279,chain_2
17.112375,9.410973,4.6458035,-15.421347,10.249123,chain_2
19.147976,8.130675,8.787416,-14.169838,10.47638,chain_2
13.533128,9.968819,-16.259857,8.526659,9.175055,chain_2
16.75626,7.2192054,2.7314944,-7.0623636,9.993208,chain_2
25.038088,3.3519144,-8.184098,2.602611,16.15328,chain_2
20.14403,28.395342,-6.6798887,-19.89323,10.8632,chain_2
16.659794,-6.031294,-3.6898177,5.843665,13.0748825,chain_2
18.896275,-3.9664373,-10.607958,16.158072,9.299154,chain_2
19.04777,13.903641,17.724913,-32.335262,11.629782,chain_2
19.742437,21.110802,2.6359916,-20.85987,10.0934725,chain_2
17.647717,17.621927,-5.884657,-11.185687,9.726515,chain_2
15.712655,-2.8794987,4.1941795,-1.6996299,9.412621,chain_2
16.988338,15.715799,-27.559826,11.686994,10.0858755,chain_2
19.620356,2.8570714,-20.330223,16.65327,13.500403,chain_2
15.45352,21.803556,-13.736028,-12.684667,10.65546,chain_2
18.651808,30.743088,-15.295683,-11.002921,9.633923,chain_2
21.613031,16.407282,15.601181,-32.09697,10.420184,chain_2
21.287125,2.8400543,-1.2935606,-2.0634372,11.728973,chain_2
18.504333,-4.187007,-11.356827,13.692427,11.814878,chain_2
18.05856,-7.411601,11.928859,-4.3392897,10.70405,chain_2
16.999046,-34.505917,33.6993,-1.6125753,11.125426,chain_2
19.553965,13.596901,-5.5753202,-12.334123,12.418697,chain_2
13.575353,28.112932,-30.302061,0.21312886,10.461848,chain_2
15.504888,11.669745,5.5784426,-17.2955,13.414777,chain_2
19.916273,42.9671,-8.200655,-30.34131,11.751192,chain_2
16.915136,32.53243,-21.299553,-10.237325,12.456408,chain_2
20.654568,2.4241796,-1.3016276,-2.6148481,10.4697485,chain_2
18.119207,21.546286,-13.267003,-9.722988,11.346272,chain_2
15.116277,-11.2149,22.7443,-12.234945,18.789045,chain_2
21.682577,2.8341107,-12.464505,7.393909,12.786161,chain_2
19.429602,21.03376,11.737697,-29.45026,12.890872,chain_2
16.295366,13.042694,-1.1967221,-11.379451,8.426695,chain_2
18.530308,8.018115,-8.061457,1.008695,8.886906,chain_2
18.166634,7.491288,27.383951,-34.207256,12.648914,chain_2
13.976076,-15.820241,49.713158,-31.001554,12.444661,chain_2
17.833654,2.4290316,-21.270523,24.442715,13.29721,chain_2
18.937988,10.957377,-18.587765,9.971687,8.921493,chain_2
16.995243,5.207673,-1.711756,-4.8863735,11.822823,chain_2
14.011171,1.235776,-20.890087,21.084768,11.21905,chain_2
12.748639,22.103275,-7.9880137,-15.815984,10.985381,chain_2
13.507953,31.058481,-25.608833,-9.959746,11.675903,chain_2
18.32304,11.636421,-27.159155,14.922591,12.2979,chain_2
18.373722,7.8042736,-3.2363706,-3.3059044,8.656295,chain_2
17.141394,23.32943,-19.473436,-8.311553,9.732388,chain_2
19.208176,5.887782,15.155773,-20.033127,10.668284,chain_2
17.559551,19.272749,4.8101835,-21.956049,11.832096,chain_2
17.150667,19.019772,-13.280342,-7.586196,9.584149,chain_2
16.888515,5.67937,-8.095156,0.055358946,11.690828,chain_2
15.887267,-3.6699922,-1.6795287,2.3771694,10.204135,chain_2
16.48155,-5.1962957,16.179083,-11.034607,12.171587,chain_2
20.400446,34.955593,-11.280157,-25.331106,10.915223,chain_2
15.648099,3.3925207,-6.7421207,-0.23721337,10.304555,chain_2
16.514402,1.8786364,18.351871,-22.694086,15.3689785,chain_2
13.866732,23.766506,-13.057245,-7.537539,15.576091,chain_2
17.28752,14.221319,-14.294821,-0.073550284,9.60623,chain_2
17.577127,-3.9791408,20.189009,-14.196086,12.5233755,chain_2
15.233061,8.362437,15.486069,-22.887283,9.0872755,chain_2
10.393525,21.18465,-7.2625966,-14.50951,14.707886,chain_2
18.038359,15.852789,1.6020706,-16.512978,15.707162,chain_2
15.811941,37.562737,-36.635796,-0.2742443,13.664271,chain_2
18.716242,22.063051,-31.562675,11.749535,9.9509945,chain_2
19.049608,7.8650455,13.538754,-21.847427,11.065352,chain_2
21.382395,-26.298487,22.775976,1.1299008,13.436236,chain_2
19.463936,25.141756,1.8816664,-27.97198,15.849808,chain_2
18.696415,5.833322,30.956667,-34.30737,10.264475,chain_2
18.72495,32.324474,-24.101315,-5.5052934,12.200192,chain_2
16.21205,16.20745,-9.292084,-8.311585,9.303046,chain_2
18.939192,2.8458018,31.24926,-31.032257,10.372715,chain_2
17.139456,-1.7942518,18.299772,-14.758861,13.245372,chain_2
21.682407,26.566446,-23.718504,-0.98839724,11.7054,chain_2
16.92678,-0.7434976,10.569342,-10.092623,9.544355,chain_2
18.239483,-5.740526,10.758469,0.964141,11.51057,chain_2
14.597737,2.3037257,48.683186,-53.301624,14.020373,chain_2
17.700191,29.065985,-20.648874,-6.4652777,10.7589445,chain_2
17.823494,-28.352074,19.248367,10.459002,15.242149,chain_2
14.782598,32.24569,-19.020332,-11.714538,10.085784,chain_2
21.476204,-0.7327479,8.814063,-7.4484706,12.245081,chain_2
13.812968,38.703068,3.7994857,-41.480583,15.468173,chain_2
22.60766,-20.870901,-11.71747,30.649952,12.987465,chain_2
16.777079,13.440211,-4.482176,-8.713547,13.445824,chain_2
19.854557,13.099791,1.2347076,-14.770083,11.36145,chain_2
15.811212,8.202161,7.521856,-18.91354,11.083989,chain_2
18.50975,19.994835,-3.3066902,-15.60096,11.190485,chain_2
18.476187,8.482377,21.046331,-30.218346,13.06057,chain_2
22.554996,8.984773,-17.344345,11.30072,11.484714,chain_2
16.301985,26.81139,-25.810337,-3.0816112,13.750441,chain_2
21.172895,6.471408,11.459939,-18.123564,9.232846,chain_2
21.682148,0.95284814,-15.646154,11.901205,13.984992,chain_2
16.62854,33.856422,-15.509956,-17.159649,13.892377,chain_2
12.344862,17.514835,-25.240786,8.630338,9.737836,chain_2
17.351418,11.564261,-13.2698765,-0.8353909,10.340465,chain_2
16.29958,20.457365,-9.237971,-13.675205,9.893564,chain_2
14.484094,7.4483457,17.36071,-28.515299,9.537113,chain_2
20.719599,0.884524,-14.479243,12.640092,13.908746,chain_2
17.932768,24.279015,-13.200187,-12.4447155,10.248832,chain_2
17.278236,8.911693,-13.7056265,-1.434123,10.087865,chain_2
19.734875,10.273346,22.062187,-32.338993,13.025666,chain_2
19.195415,-2.8781476,7.1584067,-1.7620163,10.838466,chain_2
21.582594,9.13902,-14.050342,2.7129173,8.851172,chain_2
20.198936,13.252956,-9.729862,-0.94161844,8.744904,chain_2
14.869563,5.035261,27.342703,-29.384157,11.6366825,chain_2
17.57691,-8.692717,26.329786,-10.84679,12.620662,chain_2
17.814325,4.8634787,11.175916,-14.21112,8.795471,chain_2
16.826178,-1.132712,4.3383083,-6.012376,9.037257,chain_2
18.955984,7.065648,36.518055,-41.741486,12.584261,chain_2
15.564346,26.948818,-28.157146,-4.394648,13.896207,chain_2
15.340667,30.568365,-13.544025,-13.685335,12.02882,chain_2
19.429165,21.917755,-35.56914,16.059912,13.347531,chain_2
19.527588,-23.942709,27.094835,2.3720846,11.959947,chain_2
18.431093,3.410634,4.610004,-10.910142,11.826422,chain_2
16.818256,0.23611298,-4.799809,6.462081,12.510296,chain_2
17.919676,3.9723794,-17.562962,11.228698,11.531901,chain_2
14.733379,12.430764,15.802958,-27.93895,10.106702,chain_2
18.711441,-34.574326,34.22265,-4.5715513,12.531269,chain_2
16.807442,27.15949,-33.50343,3.016149,10.1663685,chain_2
18.45981,10.585681,38.709717,-53.932156,17.46653,chain_2
15.108267,14.159118,22.161564,-33.532227,12.301434,chain_2
20.314734,7.086094,-18.801723,8.741372,12.052808,chain_2
15.566843,32.3852,-39.294712,6.241974,16.499557,chain_2
18.825838,-10.191217,-0.08177149,10.448802,11.509718,chain_2
17.62518,-10.613913,18.673735,-7.642473,10.20584,chain_2
16.620878,26.588596,16.109644,-36.28487,13.212677,chain_2
15.763301,8.325811,-16.492876,10.999298,9.377522,chain_2
21.536469,16.957027,9.625024,-28.714426,14.096304,chain_2
11.486243,36.10291,-74.07592,41.876995,14.843365,chain_2
14.099294,1.6606033,-2.0506155,2.06519,13.878155,chain_2
19.81603,18.619595,-26.13764,4.7094917,14.744939,chain_2
15.796364,-5.200064,34.0033,-32.069427,10.470762,chain_2
14.184577,3.7931905,0.493681,-6.1361456,9.826242,chain_2
17.553503,-15.972336,6.6831007,8.055427,10.934477,chain_2
19.57935,38.41487,-23.6785,-8.829701,14.663032,chain_2
22.10463,11.657829,-1.4594421,-11.319805,9.688608,chain_2
19.440733,1.7475315,2.7047412,-6.469493,11.896988,chain_2
18.485031,-3.287418,17.327988,-11.96351,10.927787,chain_2
17.380306,1.6859438,4.113099,-5.452012,9.509753,chain_2
16.080948,-8.471095,18.523808,-9.9579315,9.531726,chain_2
20.29831,32.267338,-14.784827,-19.032177,12.491725,chain_2
12.5684805,-4.3300004,17.249784,-20.85629,13.041399,chain_2
19.598938,28.69776,24.532114,-49.103867,15.544331,chain_2
20.6763,-11.050855,6.8015757,5.1495037,11.53555,chain_2
18.174032,1.5992931,15.764006,-18.545177,12.500457,chain_2
21.605177,2.890937,3.701563,-6.5431027,14.830948,chain_2
17.156004,5.3845124,-14.73176,8.900702,10.359258,chain_2
17.532131,5.0883493,-32.091213,31.407404,16.59201,chain_2
15.080936,5.387378,18.464355,-14.861685,12.573983,chain_2
17.339043,24.690514,-0.12925744,-21.015162,12.383614,chain_2
18.426233,14.357679,-13.877961,-1.4536374,10.7887,chain_2
18.598747,23.7144,-13.965021,-10.917097,10.717707,chain_2
20.526743,6.487563,6.249092,-10.576638,9.719201,chain_2
20.697382,4.0597496,18.330599,-18.363155,10.2702,chain_2
16.25071,-21.22738,20.197681,1.7144616,13.424293,chain_2
14.813858,26.419804,-14.974743,-11.762539,8.538252,chain_2
13.452867,26.350082,-22.318424,-3.2187872,9.411427,chain_2
12.093101,32.76829,-48.74847,12.991581,11.878972,chain_2
20.689913,-8.162633,5.121678,0.058582872,13.792333,chain_2
17.53227,-5.510851,19.369904,-12.778817,12.833641,chain_2
19.264565,-0.81115156,-14.987347,14.631536,10.781238,chain_2
19.72329,12.461147,4.8765817,-18.676613,8.412451,chain_2
17.484034,-0.09141827,3.2893877,-1.1749746,9.847174,chain_2
17.439024,-0.77021176,3.3864498,-3.3008685,11.235159,chain_2
15.57288,-2.1301737,11.187202,-8.0439205,12.15102,chain_2
17.556492,1.4645697,14.059977,-16.166733,11.253993,chain_2
15.028699,25.891958,22.559685,-43.91419,14.0482025,chain_2
13.245682,17.724163,-2.6869545,-9.991277,10.829208,chain_2
21.933613,13.025288,-18.260891,3.4993308,12.062323,chain_2
15.641852,18.802101,-3.6702647,-20.102852,13.821861,chain_2
17.643522,5.6400485,9.857634,-9.0972,11.700242,chain_2
8.5927725,-46.360836,84.38158,-40.75026,16.469864,chain_2
12.205659,-52.154034,47.33362,0.116149634,26.339119,chain_2
18.452501,28.15891,-26.37157,-2.2815404,11.412933,chain_2
17.248701,1.2993609,-13.595789,5.440471,11.280033,chain_2
18.206942,-1.5060163,28.299635,-26.194971,12.086081,chain_2
18.319822,14.710877,-21.15112,6.35834,11.736643,chain_2
20.776815,9.2286005,9.863368,-19.049118,13.691285,chain_2
17.553333,7.6452956,8.470951,-17.9946,8.743511,chain_2
15.266818,19.91298,-31.837376,9.427849,12.834886,chain_2
18.717878,18.635662,-0.4863084,-15.345082,10.7649355,chain_2
18.896296,5.7726674,-9.572036,5.4245687,10.837029,chain_2
17.975752,25.409447,-33.565823,11.41801,8.9491,chain_2
14.187234,39.57933,-40.83672,2.6165829,9.226772,chain_2
16.77799,26.70194,-5.1957984,-23.477491,9.065182,chain_2
18.151407,19.04166,-3.8148098,-16.644278,10.951777,chain_2
15.0473,5.0550747,-0.09402764,-3.268006,12.569387,chain_2
14.416964,21.342201,-7.5439744,-12.013353,13.037416,chain_2
16.524092,8.048088,-14.069818,0.18156406,13.493507,chain_2
15.153056,31.037685,-44.149998,14.743937,11.078029,chain_2
16.764078,19.822475,-6.0429425,-12.736601,11.665047,chain_2
17.449848,9.782592,5.7127233,-15.984931,10.297138,chain_2
22.498682,21.093655,-14.933609,-8.2474,10.145294,chain_2
16.548851,11.7834215,0.008384109,-11.4025545,10.154603,chain_2
16.313543,6.7878094,9.173117,-14.907329,9.864753,chain_2
15.071827,13.966934,-14.155197,3.1583147,11.108397,chain_2
16.12478,34.161034,-37.02133,4.571743,9.42248,chain_2
18.887932,-32.339725,33.485455,-3.6940184,12.041121,chain_2
19.201746,0.076860964,14.6311655,-11.138962,10.351143,chain_2
24.003288,-1.0638092,18.730322,-15.192661,11.069894,chain_2
19.192276,19.26679,-17.17148,-6.690859,13.425537,chain_2
18.67944,-3.5352442,-6.1618404,12.17978,10.704315,chain_2
16.705187,3.6028693,-4.5686345,-0.618953,9.177623,chain_2
17.77307,2.9358478,2.8666654,-4.6048,10.418381,chain_2
19.183558,0.79674554,13.521494,-11.955011,9.511565,chain_2
20.75185,7.731215,-20.297117,14.432074,9.500878,chain_2
17.362062,24.526316,-1.0834615,-24.09042,11.1516905,chain_2
14.638047,3.2639112,11.160126,-12.638874,12.1511135,chain_2
22.192423,4.3543735,7.4271917,-11.991125,12.305103,chain_2
12.390827,22.338514,-1.4120584,-21.702341,10.186347,chain_2
19.960066,20.587294,-13.774028,-3.4330034,12.47426,chain_2
16.932241,35.60733,-27.293116,-7.147277,11.712961,chain_2
16.972445,9.918577,30.715378,-43.4452,10.789044,chain_2
15.762609,1.365622,-13.486601,17.137524,15.034986,chain_2
19.350338,19.902262,-1.2480099,-14.909456,11.557042,chain_2
21.202126,8.642933,0.5695368,-8.729141,11.392047,chain_2
14.635845,5.8164115,-2.5593843,-0.6582459,10.521437,chain_2
16.790798,3.6220446,-7.7964783,2.2107573,11.43879,chain_2
13.965152,-12.263976,36.26263,-20.612371,17.403334,chain_2
14.227743,25.802511,-15.213067,-10.49832,15.2638235,chain_2
16.380901,18.669495,-5.5620966,-12.111256,7.395967,chain_2
16.234241,15.751309,-5.9854555,-12.048922,9.1009655,chain_2
17.951736,5.5235486,1.53163,-5.7689853,11.546425,chain_2
19.85386,-5.4618444,7.1205263,-3.484893,8.91337,chain_2
22.32759,-12.425319,25.911013,-13.36916,11.466998,chain_2
15.947631,24.40576,-19.276518,-5.693058,8.891939,chain_2
17.269438,4.2139053,3.7216072,-11.1040745,10.581831,chain_2
14.959764,-6.601986,16.417023,-12.591312,9.474548,chain_2
21.077208,-2.7457726,10.434567,-3.4893112,12.221387,chain_2
21.391811,-9.577896,-8.717998,17.415909,12.367495,chain_2
16.73118,-9.71076,-8.553949,13.950751,9.509776,chain_2
17.20623,15.342113,14.44413,-27.231785,11.490044,chain_2
16.624321,3.2233808,4.192393,-4.4751325,12.284938,chain_2
19.291344,-0.28352776,-9.717937,10.098346,13.228046,chain_2
20.051085,26.06901,-2.764563,-23.781216,8.77053,chain_2
17.344746,17.056774,-7.112839,-12.752094,11.334268,chain_2
16.564701,2.934114,-2.9392269,-5.956617,12.067086,chain_2
15.528004,-2.7122898,7.2724905,-5.1492767,8.461497,chain_2
12.436889,3.302253,38.879593,-40.47111,13.850319,chain_2
19.062431,39.990746,-50.639282,5.7027144,15.295011,chain_2
19.690264,31.814716,-48.122643,15.793063,11.251138,chain_2
17.030764,39.705036,-62.496265,24.785551,12.661497,chain_2
19.922174,23.106297,-8.697155,-11.366776,11.6540575,chain_2
15.180502,2.5563564,-5.945067,4.2403235,10.348631,chain_2
16.317675,12.126735,-14.469779,2.7344708,13.851403,chain_2
17.739302,30.764675,-21.473583,-10.8636675,9.299181,chain_2
16.948143,28.832243,-12.625429,-15.463754,11.109042,chain_2
19.955826,5.777777,5.377633,-9.66674,8.847851,chain_2
18.351913,12.586568,2.0874808,-17.074041,9.008581,chain_2
15.059762,7.5805097,-7.610136,-3.8772378,11.8617935,chain_2
18.180786,1.7828305,-18.50288,15.087951,11.115693,chain_2
17.491247,4.2307706,34.722435,-40.96491,13.559995,chain_2
17.945623,6.8904915,-1.957964,0.0050700307,11.402261,chain_2
16.654682,-0.53222513,3.3609073,-8.030073,11.053165,chain_2
13.294319,23.47533,-5.8012466,-17.780724,9.7129345,chain_2
19.681412,38.582207,-18.230202,-19.03416,10.375846,chain_2
18.934437,8.844893,1.7640646,-14.841735,11.739828,chain_2
17.40363,-8.167356,4.834013,6.0065093,11.280181,chain_2
19.927696,17.181309,-10.763992,-8.172928,13.052006,chain_2
12.682331,19.877201,5.820051,-24.63902,15.309345,chain_2
13.785551,15.932977,13.09486,-21.799028,12.079263,chain_2
20.777794,-6.1246037,-1.2590134,8.654881,9.013896,chain_2
19.118694,24.676802,-21.948116,-5.1432357,8.713108,chain_2
16.987919,-22.69709,29.924831,-3.1407807,16.31637,chain_2
15.606555,8.002834,-2.5612636,-9.039489,10.18261,chain_2
20.299599,26.343967,-13.916233,-7.2466726,10.408919,chain_2
23.155722,-3.4472032,0.526837,2.5104787,9.75558,chain_2
15.388882,28.014303,-17.766785,-9.432079,10.64412,chain_2
19.25867,0.94539964,-1.1524596,-3.976253,14.028441,chain_2
15.332508,14.4218645,-8.275397,-2.4206223,12.140514,chain_2
17.2722,18.511824,-7.0787783,-9.998926,11.991311,chain_2
18.007833,23.519363,-30.68878,1.1894381,13.328305,chain_2
13.68002,7.942087,-21.469069,15.434709,12.194289,chain_2
21.653584,3.0233936,9.201689,-9.210379,12.369205,chain_2
15.816132,14.0085125,-31.912174,16.39091,11.170993,chain_2
16.47364,36.817944,-37.10031,-3.1606498,13.043348,chain_2
17.550266,15.059421,-0.9489174,-19.262617,11.55681,chain_2
18.69399,24.132273,-8.81562,-13.128565,11.888379,chain_2
17.29364,54.33274,-52.98655,-0.8321725,16.111279,chain_2
21.5417,11.00441,-1.3864405,-6.697527,10.550603,chain_2
20.80792,11.738471,13.499853,-18.001776,10.941922,chain_2
16.748783,-4.1399837,0.5996653,6.954133,8.65586,chain_2
19.657196,-6.327971,24.860085,-19.891867,11.511774,chain_2
17.645584,19.525986,19.740547,-38.642998,11.75681,chain_2
16.116356,15.346235,2.1542535,-14.611046,12.630499,chain_2
19.46451,8.164821,-6.759879,-0.7978467,13.039872,chain_2
18.028543,-6.6618466,9.643736,-2.6937132,10.2869625,chain_2
19.231895,5.3959527,10.547223,-13.378346,12.231581,chain_2
14.28688,6.5308604,-4.763468,-3.4256139,13.322762,chain_2
17.630081,9.035606,9.714098,-21.165972,10.405542,chain_2
19.626774,2.173696,3.9291315,-7.4878116,10.578318,chain_2
16.388739,-4.7483234,21.259586,-14.259748,10.888898,chain_2
15.689188,22.803118,-18.490225,-7.17798,11.935655,chain_2
15.180408,27.829208,-57.15939,23.681015,12.524817,chain_2
15.362221,19.469414,-10.719428,-3.094998,15.511038,chain_2
17.087805,0.8909997,9.151288,-10.054515,8.200357,chain_2
14.7507105,23.554403,11.441129,-34.12564,14.06156,chain_2
16.656845,18.459984,-13.083915,-10.135227,14.057219,chain_2
16.024311,21.645994,-11.599979,-10.458392,13.703585,chain_2
16.236496,5.5698195,2.8358727,-9.199896,9.373504,chain_2
16.178492,-3.589418,15.955958,-12.954567,9.49132,chain_2
19.369581,14.589344,-5.220581,-10.104164,9.309181,chain_2
17.862736,-5.954838,3.3880506,1.5102633,9.1018305,chain_2
17.682419,-11.466333,15.965389,-2.8360162,11.914899,chain_2
18.90783,16.71836,-24.18787,6.0392494,9.044243,chain_2
23.957539,2.087245,29.20522,-32.064537,12.859166,chain_2
16.058628,18.900677,-13.629737,-6.5963726,10.628086,chain_2
15.40409,23.951319,-7.143222,-19.2663,14.512626,chain_2
22.057138,33.320415,-14.494409,-20.081898,11.717257,chain_2
16.335182,37.9172,-17.363155,-21.527472,12.447172,chain_2
20.71002,8.447797,-27.868826,16.984926,13.086434,chain_2
17.98254,4.7743745,19.10662,-22.61936,9.043542,chain_2
16.885489,-9.228153,11.019409,-2.4137807,10.912142,chain_2
14.194476,18.7678,-22.719837,-1.1310906,14.827667,chain_2
19.90123,-19.66922,31.112423,-13.074718,13.882686,chain_2
15.656707,29.784344,-10.322787,-25.6536,11.58596,chain_2
14.626897,23.56166,0.96335244,-27.132551,11.011142,chain_2
16.087656,5.4327717,-2.7512016,-1.6515986,9.922012,chain_2
15.089996,25.959867,-35.086967,10.26812,13.619485,chain_2
16.364042,-11.29833,-9.836124,21.402855,12.172602,chain_2
14.0875845,-1.0157297,24.027477,-21.623514,14.740052,chain_2
25.057285,-2.2932508,-6.5663486,9.648478,12.798663,chain_2
19.162714,-1.0554827,5.3855367,-5.0465884,10.065803,chain_2
18.79161,34.11827,-10.120466,-24.05238,11.000331,chain_2
22.204905,11.919536,-5.480824,-1.381028,14.37276,chain_2
16.46,-3.598742,-23.45681,23.839643,11.535379,chain_2
21.131601,29.57064,3.304226,-30.804985,9.404224,chain_2
19.486908,24.62595,-19.505547,-4.379167,10.766501,chain_2
19.889912,13.579093,6.0780497,-21.062475,7.7789373,chain_2
17.84901,11.570086,-14.56078,8.145369,10.989673,chain_2
18.65504,26.524773,-4.706991,-20.504658,7.6298904,chain_2
16.76343,18.109915,0.44522294,-17.69686,9.796894,chain_2
12.73844,30.981411,-7.9063206,-23.646355,11.436806,chain_2
19.597122,13.356819,4.5996685,-20.323614,10.935006,chain_2
17.762047,5.2211967,2.5209634,-7.833891,10.358297,chain_2
16.597197,5.771491,-8.02142,2.511075,10.73972,chain_2
15.165786,6.091292,0.57801706,-5.3615694,9.889861,chain_2
21.857773,6.0595946,11.728351,-15.542996,14.05634,chain_2
14.699459,3.3404365,8.618473,-14.708348,10.301556,chain_2
14.7928505,26.847574,-22.955662,-4.493833,10.331737,chain_2
12.599994,2.6793895,2.6673477,-2.969238,12.961004,chain_2
17.779337,4.212679,16.659653,-18.895542,10.446769,chain_2
20.569313,22.70125,-17.745213,-0.18979183,10.279365,chain_2
19.664503,24.656906,-17.172808,-12.833519,9.904751,chain_2
14.409304,27.963404,-22.394554,0.36386776,13.390626,chain_2
18.091587,-1.9874918,-3.0114837,4.819822,9.408824,chain_2
